"region","kjønn","alder","yrke","Lønnstakere 2018"
"1848 Steigen","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",97
"1848 Steigen","Begge kjønn","15-74 år","7 Håndverkere",80
"1848 Steigen","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",109
"1848 Steigen","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",69
"1849 Hamarøy - Hábmer (-2019)","Begge kjønn","15-74 år","1 Ledere",67
"1849 Hamarøy - Hábmer (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",162
"1849 Hamarøy - Hábmer (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",71
"1849 Hamarøy - Hábmer (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",51
"1849 Hamarøy - Hábmer (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",192
"1849 Hamarøy - Hábmer (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",31
"1849 Hamarøy - Hábmer (-2019)","Begge kjønn","15-74 år","7 Håndverkere",71
"1849 Hamarøy - Hábmer (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",62
"1849 Hamarøy - Hábmer (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",59
"1850 Divtasvuodna - Tysfjord (-2019)","Begge kjønn","15-74 år","1 Ledere",58
"1850 Divtasvuodna - Tysfjord (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",122
"1850 Divtasvuodna - Tysfjord (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",94
"1850 Divtasvuodna - Tysfjord (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",33
"1850 Divtasvuodna - Tysfjord (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",190
"1850 Divtasvuodna - Tysfjord (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",19
"1850 Divtasvuodna - Tysfjord (-2019)","Begge kjønn","15-74 år","7 Håndverkere",72
"1850 Divtasvuodna - Tysfjord (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",128
"1850 Divtasvuodna - Tysfjord (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",68
"1851 Lødingen","Begge kjønn","15-74 år","1 Ledere",59
"1851 Lødingen","Begge kjønn","15-74 år","2 Akademiske yrker",153
"1851 Lødingen","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",101
"1851 Lødingen","Begge kjønn","15-74 år","4 Kontoryrker",56
"1851 Lødingen","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",278
"1851 Lødingen","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",31
"1851 Lødingen","Begge kjønn","15-74 år","7 Håndverkere",50
"1851 Lødingen","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",92
"1851 Lødingen","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",52
"1852 Tjeldsund (-2019)","Begge kjønn","15-74 år","1 Ledere",45
"1852 Tjeldsund (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",85
"1852 Tjeldsund (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",56
"1852 Tjeldsund (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",21
"1852 Tjeldsund (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",154
"1852 Tjeldsund (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",3
"1852 Tjeldsund (-2019)","Begge kjønn","15-74 år","7 Håndverkere",75
"1852 Tjeldsund (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",32
"1852 Tjeldsund (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",48
"1853 Evenes","Begge kjønn","15-74 år","1 Ledere",31
"1853 Evenes","Begge kjønn","15-74 år","2 Akademiske yrker",82
"1853 Evenes","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",66
"1853 Evenes","Begge kjønn","15-74 år","4 Kontoryrker",40
"1853 Evenes","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",157
"1853 Evenes","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",0
"1853 Evenes","Begge kjønn","15-74 år","7 Håndverkere",59
"1853 Evenes","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",44
"1853 Evenes","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",57
"1854 Ballangen (-2019)","Begge kjønn","15-74 år","1 Ledere",74
"1854 Ballangen (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",120
"1854 Ballangen (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",101
"1854 Ballangen (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",44
"1854 Ballangen (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",278
"1854 Ballangen (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",32
"1854 Ballangen (-2019)","Begge kjønn","15-74 år","7 Håndverkere",99
"1854 Ballangen (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",95
"1854 Ballangen (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",84
"1856 Røst","Begge kjønn","15-74 år","1 Ledere",30
"1856 Røst","Begge kjønn","15-74 år","2 Akademiske yrker",22
"1856 Røst","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",10
"1856 Røst","Begge kjønn","15-74 år","4 Kontoryrker",23
"1856 Røst","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",64
"1856 Røst","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",3
"1856 Røst","Begge kjønn","15-74 år","7 Håndverkere",10
"1856 Røst","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",42
"1856 Røst","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",10
"1857 Værøy","Begge kjønn","15-74 år","1 Ledere",25
"1857 Værøy","Begge kjønn","15-74 år","2 Akademiske yrker",30
"1857 Værøy","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",15
"1857 Værøy","Begge kjønn","15-74 år","4 Kontoryrker",17
"1857 Værøy","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",86
"1857 Værøy","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",4
"1857 Værøy","Begge kjønn","15-74 år","7 Håndverkere",38
"1857 Værøy","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",69
"1857 Værøy","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",17
"1859 Flakstad","Begge kjønn","15-74 år","1 Ledere",31
"1859 Flakstad","Begge kjønn","15-74 år","2 Akademiske yrker",90
"1859 Flakstad","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",45
"1859 Flakstad","Begge kjønn","15-74 år","4 Kontoryrker",29
"1859 Flakstad","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",135
"1859 Flakstad","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",19
"1859 Flakstad","Begge kjønn","15-74 år","7 Håndverkere",58
"1859 Flakstad","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",46
"1859 Flakstad","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",21
"1860 Vestvågøy","Begge kjønn","15-74 år","1 Ledere",392
"1860 Vestvågøy","Begge kjønn","15-74 år","2 Akademiske yrker",1011
"1860 Vestvågøy","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",542
"1860 Vestvågøy","Begge kjønn","15-74 år","4 Kontoryrker",325
"1860 Vestvågøy","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1386
"1860 Vestvågøy","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",73
"1860 Vestvågøy","Begge kjønn","15-74 år","7 Håndverkere",469
"1860 Vestvågøy","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",372
"1860 Vestvågøy","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",306
"1865 Vågan","Begge kjønn","15-74 år","1 Ledere",405
"1865 Vågan","Begge kjønn","15-74 år","2 Akademiske yrker",811
"1865 Vågan","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",477
"1865 Vågan","Begge kjønn","15-74 år","4 Kontoryrker",297
"1865 Vågan","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1268
"1865 Vågan","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",48
"1865 Vågan","Begge kjønn","15-74 år","7 Håndverkere",524
"1865 Vågan","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",340
"1865 Vågan","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",271
"1866 Hadsel","Begge kjønn","15-74 år","1 Ledere",257
"1866 Hadsel","Begge kjønn","15-74 år","2 Akademiske yrker",777
"1866 Hadsel","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",430
"1866 Hadsel","Begge kjønn","15-74 år","4 Kontoryrker",185
"1866 Hadsel","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",994
"1866 Hadsel","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",43
"1866 Hadsel","Begge kjønn","15-74 år","7 Håndverkere",299
"1866 Hadsel","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",432
"1866 Hadsel","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",192
"1867 Bø (Nordland)","Begge kjønn","15-74 år","1 Ledere",70
"1867 Bø (Nordland)","Begge kjønn","15-74 år","2 Akademiske yrker",152
"1867 Bø (Nordland)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",98
"1867 Bø (Nordland)","Begge kjønn","15-74 år","4 Kontoryrker",38
"1867 Bø (Nordland)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",301
"1867 Bø (Nordland)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",18
"1867 Bø (Nordland)","Begge kjønn","15-74 år","7 Håndverkere",116
"1867 Bø (Nordland)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",77
"1867 Bø (Nordland)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",69
"1868 Øksnes","Begge kjønn","15-74 år","1 Ledere",140
"1868 Øksnes","Begge kjønn","15-74 år","2 Akademiske yrker",271
"1868 Øksnes","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",187
"1868 Øksnes","Begge kjønn","15-74 år","4 Kontoryrker",114
"1868 Øksnes","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",495
"1868 Øksnes","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",49
"1868 Øksnes","Begge kjønn","15-74 år","7 Håndverkere",188
"1868 Øksnes","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",306
"1868 Øksnes","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",115
"1870 Sortland - Suortá","Begge kjønn","15-74 år","1 Ledere",477
"1870 Sortland - Suortá","Begge kjønn","15-74 år","2 Akademiske yrker",912
"1870 Sortland - Suortá","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",641
"1870 Sortland - Suortá","Begge kjønn","15-74 år","4 Kontoryrker",289
"1870 Sortland - Suortá","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1411
"1870 Sortland - Suortá","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",62
"1870 Sortland - Suortá","Begge kjønn","15-74 år","7 Håndverkere",470
"1870 Sortland - Suortá","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",362
"1870 Sortland - Suortá","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",299
"1871 Andøy","Begge kjønn","15-74 år","1 Ledere",147
"1871 Andøy","Begge kjønn","15-74 år","2 Akademiske yrker",393
"1871 Andøy","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",352
"1871 Andøy","Begge kjønn","15-74 år","4 Kontoryrker",117
"1871 Andøy","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",542
"1871 Andøy","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",29
"1871 Andøy","Begge kjønn","15-74 år","7 Håndverkere",176
"1871 Andøy","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",133
"1871 Andøy","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",119
"1874 Moskenes","Begge kjønn","15-74 år","1 Ledere",42
"1874 Moskenes","Begge kjønn","15-74 år","2 Akademiske yrker",35
"1874 Moskenes","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",43
"1874 Moskenes","Begge kjønn","15-74 år","4 Kontoryrker",31
"1874 Moskenes","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",103
"1874 Moskenes","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",6
"1874 Moskenes","Begge kjønn","15-74 år","7 Håndverkere",48
"1874 Moskenes","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",39
"1874 Moskenes","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",46
"1902 Tromsø (-2019)","Begge kjønn","15-74 år","1 Ledere",3523
"1902 Tromsø (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",12921
"1902 Tromsø (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",5695
"1902 Tromsø (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",2486
"1902 Tromsø (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",9166
"1902 Tromsø (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",132
"1902 Tromsø (-2019)","Begge kjønn","15-74 år","7 Håndverkere",2708
"1902 Tromsø (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",1635
"1902 Tromsø (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",2318
"1903 Harstad - Hárstták (2013-2019)","Begge kjønn","15-74 år","1 Ledere",999
"1903 Harstad - Hárstták (2013-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",3088
"1903 Harstad - Hárstták (2013-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",1736
"1903 Harstad - Hárstták (2013-2019)","Begge kjønn","15-74 år","4 Kontoryrker",686
"1903 Harstad - Hárstták (2013-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",2984
"1903 Harstad - Hárstták (2013-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",73
"1903 Harstad - Hárstták (2013-2019)","Begge kjønn","15-74 år","7 Håndverkere",939
"1903 Harstad - Hárstták (2013-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",619
"1903 Harstad - Hárstták (2013-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",714
"1911 Kvæfjord (-2019)","Begge kjønn","15-74 år","1 Ledere",73
"1911 Kvæfjord (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",277
"1911 Kvæfjord (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",144
"1911 Kvæfjord (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",48
"1911 Kvæfjord (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",417
"1911 Kvæfjord (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",37
"1911 Kvæfjord (-2019)","Begge kjønn","15-74 år","7 Håndverkere",107
"1911 Kvæfjord (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",67
"1911 Kvæfjord (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",77
"1913 Skånland (-2019)","Begge kjønn","15-74 år","1 Ledere",98
"1913 Skånland (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",279
"1913 Skånland (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",148
"1913 Skånland (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",62
"1913 Skånland (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",329
"1913 Skånland (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",25
"1913 Skånland (-2019)","Begge kjønn","15-74 år","7 Håndverkere",180
"1913 Skånland (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",88
"1913 Skånland (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",68
"1917 Ibestad (-2019)","Begge kjønn","15-74 år","1 Ledere",31
"1917 Ibestad (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",95
"1917 Ibestad (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",60
"1917 Ibestad (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",12
"1917 Ibestad (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",143
"1917 Ibestad (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",45
"1917 Ibestad (-2019)","Begge kjønn","15-74 år","7 Håndverkere",37
"1917 Ibestad (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",67
"1917 Ibestad (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",45
"1919 Gratangen (-2019)","Begge kjønn","15-74 år","1 Ledere",34
"1919 Gratangen (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",64
"1919 Gratangen (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",46
"1919 Gratangen (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",14
"1919 Gratangen (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",126
"1919 Gratangen (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",19
"1919 Gratangen (-2019)","Begge kjønn","15-74 år","7 Håndverkere",66
"1919 Gratangen (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",41
"1919 Gratangen (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",33
"1920 Loabák - Lavangen (-2019)","Begge kjønn","15-74 år","1 Ledere",39
"1920 Loabák - Lavangen (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",70
"1920 Loabák - Lavangen (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",39
"1920 Loabák - Lavangen (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",11
"1920 Loabák - Lavangen (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",119
"1920 Loabák - Lavangen (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",8
"1920 Loabák - Lavangen (-2019)","Begge kjønn","15-74 år","7 Håndverkere",46
"1920 Loabák - Lavangen (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",38
"1920 Loabák - Lavangen (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",28
"1922 Bardu (-2019)","Begge kjønn","15-74 år","1 Ledere",121
"1922 Bardu (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",406
"1922 Bardu (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",709
"1922 Bardu (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",64
"1922 Bardu (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",430
"1922 Bardu (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",23
"1922 Bardu (-2019)","Begge kjønn","15-74 år","7 Håndverkere",150
"1922 Bardu (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",67
"1922 Bardu (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",97
"1923 Salangen (1977-2019)","Begge kjønn","15-74 år","1 Ledere",91
"1923 Salangen (1977-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",203
"1923 Salangen (1977-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",87
"1923 Salangen (1977-2019)","Begge kjønn","15-74 år","4 Kontoryrker",40
"1923 Salangen (1977-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",304
"1923 Salangen (1977-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",35
"1923 Salangen (1977-2019)","Begge kjønn","15-74 år","7 Håndverkere",81
"1923 Salangen (1977-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",72
"1923 Salangen (1977-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",66
"1924 Målselv (-2019)","Begge kjønn","15-74 år","1 Ledere",212
"1924 Målselv (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",581
